Year,pre_post,Site,Stand,Age,Plot,Treatment,Ntrt,Ptrt,Species,TagID,TotalSA,NumberOfLeaves,WetMass,DryMass,SLA,LMA,LDMC,N,C,Al,Ca,K,Mg,Mn,Na,P,Sr,S,C:N,N:P,Notes,Tag_when_sampled
2010,pre,BEF,C1,Young,3,CONTROL,No,No,WB,481,NA,NA,NA,NA,NA,NA,NA,23.2,506.1,NA,7.23,10.19,1.77,0.38,0.26,1.16,92.377,NA,21.81,19.98,,
2010,pre,BEF,C1,Young,3,CONTROL,No,No,WB,483,NA,NA,NA,NA,NA,NA,NA,24.1,488.79,NA,12.84,10.8,2.48,0.57,0.492,1.23,92.377,NA,20.28,19.55,,
2009,pre,BEF,C1,Young,3,CONTROL,No,No,WB,486,NA,NA,NA,NA,NA,NA,NA,22.12,496.26,NA,7.15,8.33,1.92,0.42,NA,1.03,0.016,1.07,22.44,21.42,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,BE,756,NA,NA,NA,NA,NA,NA,NA,21.6,478.16,NA,9.56,8.97,1.61,0.88,0.051,1.1,92.626,NA,22.14,19.64,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,BE,757,NA,NA,NA,NA,NA,NA,NA,25.22,472.72,NA,9.27,8.34,1.2,1.31,0.056,1.09,92.626,NA,18.74,23.19,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,BE,761,NA,NA,NA,NA,NA,NA,NA,26.36,487.47,NA,8.8,8.06,1.35,0.92,0.036,1.16,92.626,NA,18.49,22.67,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,PC,767,NA,NA,NA,NA,NA,NA,NA,28.18,503.39,NA,8.81,16.46,2.33,0.12,0.152,1.65,92.626,NA,17.86,17.1,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,PC,770,NA,NA,NA,NA,NA,NA,NA,30.22,495.36,NA,13.29,13.31,2.68,0.23,0.24,1.68,92.626,NA,16.39,17.94,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,WB,404,NA,NA,NA,NA,NA,NA,NA,22.23,502.16,NA,7.9,7.68,1.51,0.44,0.406,1.03,92.626,NA,22.59,21.49,,
2009,pre,BEF,C1,Young,4,NP,Yes,Yes,WB,449,NA,NA,NA,NA,NA,NA,NA,22.3,510.05,NA,4.94,8.49,1.21,0.37,NA,1.13,0.009,1.08,22.87,19.8,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,WB,449,NA,NA,NA,NA,NA,NA,NA,24.74,498.58,NA,10.32,10.08,1.83,0.47,0.165,1.15,92.626,NA,20.15,21.43,,
2009,pre,BEF,C1,Young,4,NP,Yes,Yes,WB,451,NA,NA,NA,NA,NA,NA,NA,22.53,494,NA,6.61,8.73,1.48,0.34,NA,1.19,0.011,1.06,21.93,18.92,,
2016,post,BEF,C8,Old,3,N,Yes,No,YB,W_C1sub,48.55,16,5.51,1.59,30.54,0.033,0.29,21.97,460.46,0.016,7.67,7.22,2.36,0.72,0.166,1.43,0.026,0.64,20.96,15.35,,
2010,pre,BEF,C1,Young,4,NP,Yes,Yes,WB,451,NA,NA,NA,NA,NA,NA,NA,23.25,496.38,NA,9.99,11.53,1.6,0.41,0.293,1.23,92.626,NA,21.35,18.98,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,BE,202,NA,NA,NA,NA,NA,NA,NA,22.83,466.11,NA,9.28,8.83,1.72,0.71,NA,1.17,0.016,1.46,20.41,19.58,,
2010,pre,BEF,C2,Young,1,NP,Yes,Yes,BE,202,NA,NA,NA,NA,NA,NA,NA,23.81,479.14,NA,8.99,9.01,1.22,0.76,0.043,1.06,92.626,NA,20.12,22.56,,
2010,pre,HB,HBM,Mid,4,P,No,Yes,SM,35,NA,NA,NA,NA,NA,NA,NA,21.97,485.34,NA,6.24,8.84,1.5,0.81,0.12,1.23,95.68,NA,22.09,17.87,,
2010,pre,HB,HBM,Mid,4,P,No,Yes,YB,38,NA,NA,NA,NA,NA,NA,NA,26.56,483.19,NA,6.99,10.53,1.74,0.4,0.295,1.52,95.68,NA,18.19,17.45,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,BE,206,NA,NA,NA,NA,NA,NA,NA,24.05,472.53,NA,6.67,7.78,1.13,0.68,NA,1.18,0.01,1.73,19.65,20.44,,
2010,pre,BEF,C2,Young,1,NP,Yes,Yes,BE,206,NA,NA,NA,NA,NA,NA,NA,23.76,461.42,NA,11.99,8.11,1.46,0.98,0.03,1.17,92.377,NA,19.42,20.24,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,RM,207,NA,NA,NA,NA,NA,NA,NA,14.71,493.6,NA,4.99,6.02,1.29,0.27,NA,1.04,0.012,0.82,33.56,14.17,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,RM,217,NA,NA,NA,NA,NA,NA,NA,14.41,495.97,NA,6.16,4.88,1.34,0.28,NA,0.94,0.018,0.89,34.42,15.32,?2_7? Bag says 217 w/no indication of 2 stem tree.,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,RM,213/209,NA,NA,NA,NA,NA,NA,NA,13.66,495.23,NA,4.53,4.21,1.1,0.28,NA,0.98,0.006,0.75,36.25,13.99,"2 STEM TREE, root sprouts from same stump",
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,WB,208,NA,NA,NA,NA,NA,NA,NA,19.3,504.31,NA,7,5.09,1.84,0.38,NA,1.11,0.015,1.23,26.12,17.4,,
2010,pre,BEF,C2,Young,1,NP,Yes,Yes,WB,208,NA,NA,NA,NA,NA,NA,NA,21.1,496.91,NA,9.17,6.83,1.77,0.39,0.236,1.21,92.377,NA,23.55,17.37,,
2009,pre,BEF,C2,Young,1,NP,Yes,Yes,WB,216,NA,NA,NA,NA,NA,NA,NA,21.17,496.9,NA,5.04,6.91,1.48,0.32,NA,1.2,0.012,1.19,23.47,17.66,?2_6? Bag says 216 w/no indication of 2 stem tree,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,PC,1214,NA,NA,NA,NA,NA,NA,NA,25.18,496.19,NA,11.13,1.78,0.11,0.4,NA,1.13,0.02,1.31,19.71,22.34,Tag at time of sampling was 891,891
2009,pre,BEF,C2,Young,2,CONTROL,No,No,RM,855/863,NA,NA,NA,NA,NA,NA,NA,15.72,481.15,NA,9.32,5.18,1.62,0.4,NA,1.02,0.014,0.72,30.61,15.45,2 STEM TREE,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,RM,886/849/848,NA,NA,NA,NA,NA,NA,NA,18.05,494.41,NA,8.68,9.71,1.27,0.34,NA,0.91,0.012,1.19,27.39,19.75,3 STEM TREE,
2008,pre,BEF,C9,Old,1,CONTROL,No,No,WB,55,NA,NA,NA,NA,NA,NA,NA,24.34,497.71,NA,7.18,13.78,1.86,NA,NA,1.24,NA,NA,20.45,19.55,,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,RM,890/892,NA,NA,NA,NA,NA,NA,NA,15.65,497.66,NA,6.38,6.54,1.12,0.28,NA,0.84,0.012,0.81,31.8,18.7,2 STEM TREE,
2010,pre,BEF,C2,Young,2,CONTROL,No,No,WB,710,NA,NA,NA,NA,NA,NA,NA,25.41,502.75,NA,8.06,5.44,1.63,0.38,0.367,0.87,95.24,NA,19.78,29.34,,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,WB,711,NA,NA,NA,NA,NA,NA,NA,25.42,501.61,NA,7.17,5.36,1.26,0.28,NA,0.84,0.008,1.17,19.73,30.34,,
2009,pre,BEF,C2,Young,2,CONTROL,No,No,WB,721,NA,NA,NA,NA,NA,NA,NA,20.44,492.69,NA,8.75,6.69,2,0.33,NA,0.84,0.016,0.9,24.1,24.42,,
2010,pre,BEF,C2,Young,2,CONTROL,No,No,WB,7970,NA,NA,NA,NA,NA,NA,NA,20.18,500.05,NA,8.71,7.09,1.85,0.34,0.492,0.83,95.24,NA,24.78,24.18,original tag was 715; changed in 2023,715
2009,pre,BEF,C2,Young,3,P,No,Yes,BE,285,NA,NA,NA,NA,NA,NA,NA,20.57,489.98,NA,4.12,7.57,1.03,0.42,NA,0.8,0.004,1.26,23.82,25.85,,
2010,pre,BEF,C2,Young,3,P,No,Yes,BE,285,NA,NA,NA,NA,NA,NA,NA,20.76,481.61,NA,5.41,7.19,1.37,0.53,0.055,0.83,95.24,NA,23.2,25.1,,
2009,pre,BEF,C2,Young,3,P,No,Yes,BE,7956,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.57,6.47,1.39,0.54,NA,0.73,0.01,0.82,NA,NA,original tag was 7956,7956
2010,pre,BEF,C2,Young,3,P,No,Yes,BE,7956,NA,NA,NA,NA,NA,NA,NA,21.35,477.1,NA,7.78,9.11,1.52,0.71,0.053,0.98,95.24,NA,22.35,21.79,original tag was 7956,7956
2009,pre,BEF,C2,Young,3,P,No,Yes,PC,840,NA,NA,NA,NA,NA,NA,NA,20.97,493.08,NA,10.45,10.19,2.51,0.13,NA,1.16,0.027,1.19,23.52,18.09,,
2010,pre,BEF,C2,Young,3,P,No,Yes,PC,840,NA,NA,NA,NA,NA,NA,NA,23.14,493.86,NA,10.5,16.36,2.73,0.1,0.17,1.43,95.24,NA,21.34,16.17,,
2009,pre,BEF,C2,Young,3,P,No,Yes,RM,236,NA,NA,NA,NA,NA,NA,NA,16.87,502.9,NA,6.57,7.62,1.21,0.29,NA,0.99,0.007,1.07,29.82,17.05,,
2009,pre,BEF,C2,Young,3,P,No,Yes,RM,273/274,NA,NA,NA,NA,NA,NA,NA,17.11,502.97,NA,6.16,5.55,1.31,0.34,NA,1.05,0.007,1.11,29.4,16.35,2 STEM TREE Stump sprouts from same stump,
2010,pre,BEF,C2,Young,3,P,No,Yes,YB,812,NA,NA,NA,NA,NA,NA,NA,19.27,475.74,NA,16.24,8.07,4.21,0.54,0.252,1,95.24,NA,24.68,19.27,,
2010,pre,BEF,C2,Young,4,N,Yes,No,BE,227,NA,NA,NA,NA,NA,NA,NA,23.98,487.32,NA,7.64,7.51,1.51,0.68,0.079,1.05,92.377,NA,20.32,22.94,,
2009,pre,BEF,C2,Young,4,N,Yes,No,BE,230,NA,NA,NA,NA,NA,NA,NA,20.92,488.69,NA,6.29,9.87,1.44,0.43,NA,0.86,0.01,1.14,23.36,24.39,,
2010,pre,BEF,C2,Young,4,N,Yes,No,BE,252,NA,NA,NA,NA,NA,NA,NA,22.95,478.59,NA,10.1,7.32,1.53,0.61,0.046,0.95,92.377,NA,20.86,24.17,,
2010,pre,BEF,C2,Young,4,N,Yes,No,BE,2283,NA,NA,NA,NA,NA,NA,NA,21.15,482.07,NA,8.11,7.84,1.36,0.91,0.054,1.09,92.377,NA,22.79,19.42,3-->2283,
2009,pre,BEF,C2,Young,4,N,Yes,No,RM,228,NA,NA,NA,NA,NA,NA,NA,17.94,501.3,NA,5.08,7.26,1.41,0.29,NA,1.12,0.009,1.07,27.95,16.05,,
2009,pre,BEF,C2,Young,4,N,Yes,No,RM,232,NA,NA,NA,NA,NA,NA,NA,18.71,498.82,NA,5.57,5.88,1.05,0.27,NA,1.04,0.006,0.83,26.67,17.95,,
2010,pre,BEF,C2,Young,4,N,Yes,No,WB,219,NA,NA,NA,NA,NA,NA,NA,22.45,503.76,NA,11.89,10.57,2.04,0.45,0.505,0.93,99.661,NA,22.44,24.05,,
2010,pre,BEF,C2,Young,4,N,Yes,No,WB,220,NA,NA,NA,NA,NA,NA,NA,23.87,502.17,NA,9.14,10.18,2.37,0.37,0.192,1.03,92.377,NA,21.04,23.14,,
2010,pre,BEF,C2,Young,4,N,Yes,No,WB,223/224,NA,NA,NA,NA,NA,NA,NA,25.17,511.38,NA,7.09,7.18,1.71,0.37,0.141,1.16,92.377,NA,20.32,21.79,SHARE A BASE,
2008,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,83,NA,NA,NA,NA,NA,NA,NA,27.91,503.85,NA,8.83,9.66,1.75,NA,NA,1.2,NA,NA,18.05,23.33,,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,83,NA,NA,NA,NA,NA,NA,NA,24.3,488.93,NA,9.59,7.61,1.78,0.56,NA,1.03,0.018,1.83,20.12,23.61,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,83,NA,NA,NA,NA,NA,NA,NA,22.91,501.98,NA,8.94,9.2,1.77,0.42,0.045,0.91,92.377,NA,21.92,25.04,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,124,NA,NA,NA,NA,NA,NA,NA,23.02,476.25,NA,4.41,7.61,0.99,1.57,-0.003,0.71,0.007,NA,20.69,32.46,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,1866,NA,NA,NA,NA,NA,NA,NA,22.02,476.84,NA,6.75,8.36,1.19,0.68,-0.002,0.66,0.014,NA,21.65,33.13,original tag is 929,929
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,2401,NA,NA,NA,NA,NA,NA,NA,25.11,499.82,NA,3.95,7.15,1.12,0.58,NA,1.16,0.003,1.79,19.9,21.73,original tag was 71,71
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,BE,2401,NA,NA,NA,NA,NA,NA,NA,25.31,493.32,NA,5.59,6.98,1.1,0.43,0.055,0.92,92.377,NA,19.49,27.58,original tag was 71,71
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,PC,22,NA,NA,NA,NA,NA,NA,NA,29.55,502.59,NA,6.81,11.36,2.21,0.08,NA,1.43,0.019,1.85,17.01,20.68,,
2009,pre,HB,HBM,Mid,4,P,No,Yes,YB,69,NA,NA,NA,NA,NA,NA,NA,26.44,496.13,NA,6.73,7.59,1.81,0.36,NA,1.46,0.019,0.97,18.76,18.1,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,PC,22,NA,NA,NA,NA,NA,NA,NA,31,500.56,NA,7.32,11.83,2.31,0.08,0.43,1.68,95.24,NA,16.15,18.46,,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,PC,73,NA,NA,NA,NA,NA,NA,NA,28,500.34,NA,6.11,12.25,1.95,0.05,NA,1.32,0.013,1.63,17.87,21.19,,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,PC,89,NA,NA,NA,NA,NA,NA,NA,28.15,494.1,NA,8.28,12.92,2.34,0.1,NA,1.36,0.02,1.8,17.55,20.7,,
2008,pre,BEF,C4,Mid,1,NP,Yes,Yes,RM,43,NA,NA,NA,NA,NA,NA,NA,22.44,509.46,NA,7.6,7.43,1.7,NA,NA,1.18,NA,NA,22.7,19,,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,RM,43,NA,NA,NA,NA,NA,NA,NA,19.09,495.91,NA,7.71,6.85,1.64,0.76,NA,1.2,0.018,1.44,25.98,15.94,,
2008,pre,BEF,C4,Mid,1,NP,Yes,Yes,RM,354,NA,NA,NA,NA,NA,NA,NA,17.11,504.09,NA,7.83,8.71,1.93,NA,NA,1,NA,NA,29.45,17.15,,
2008,pre,BEF,C4,Mid,1,NP,Yes,Yes,RM,986,NA,NA,NA,NA,NA,NA,NA,22.16,513.91,NA,6.67,9.13,2.33,NA,NA,1.52,NA,NA,23.19,14.6,original tag was 17,17
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,RM,986,NA,NA,NA,NA,NA,NA,NA,21.55,501.47,NA,6.42,6.58,2.06,0.51,NA,1.3,0.009,1.76,23.27,16.54,original tag was 17,17
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,27,NA,NA,NA,NA,NA,NA,NA,25.38,505.63,NA,6.31,8.94,1.96,0.65,NA,1.31,0.011,1.74,19.93,19.31,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,27,NA,NA,NA,NA,NA,NA,NA,24.6,439.79,NA,7.35,8.98,1.82,0.41,0.441,1.21,95.24,NA,17.88,20.27,,
2008,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,61,NA,NA,NA,NA,NA,NA,NA,25.06,524.42,NA,3.71,10.71,1.43,NA,NA,1.09,NA,NA,20.92,22.98,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,61,NA,NA,NA,NA,NA,NA,NA,25.21,504.41,NA,3.13,8.79,1.36,0.29,0.824,1.07,95.24,NA,20.01,23.55,duplicate?,
2010,pre,BEF,C4,Mid,2,N,Yes,No,PC,73,NA,NA,NA,NA,NA,NA,NA,29.83,497.19,NA,8.2,15.04,2.09,0.07,0.194,1.48,95.24,NA,16.67,20.2,,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,908,NA,NA,NA,NA,NA,NA,NA,26.61,515.02,NA,4.8,7.09,1.5,0.68,NA,1.15,0.007,1.89,19.36,23.11,New Tree,
2009,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,938,NA,NA,NA,NA,NA,NA,NA,25.52,504.32,NA,5.03,8.63,1.84,0.84,NA,1.19,0.007,1.75,19.76,21.41,Old # 77,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,WB,938,NA,NA,NA,NA,NA,NA,NA,26.77,510.62,NA,7.29,7,1.6,0.36,0.244,0.97,95.24,NA,19.07,27.6,Old # 77,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,YB,28,NA,NA,NA,NA,NA,NA,NA,25.77,522.06,NA,9.39,7.74,2.47,0.41,0.201,0.95,95.24,NA,20.26,27.25,,
2010,pre,BEF,C4,Mid,1,NP,Yes,Yes,YB,67,NA,NA,NA,NA,NA,NA,NA,23.58,495,NA,8.51,9.96,1.57,0.36,0.18,1.18,95.24,NA,20.99,19.96,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,ASP,186,NA,NA,NA,NA,NA,NA,NA,27.58,537.23,NA,4.59,12.18,0.96,0.58,NA,1.46,0.01,2.36,19.48,18.85,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,ASP,1881,NA,NA,NA,NA,NA,NA,NA,26.38,517.77,NA,3.8,9.1,1.12,0.51,NA,1.26,0.006,2.26,19.63,20.99,original tag was 162,162
2009,pre,BEF,C4,Mid,2,N,Yes,No,ASP,1889,NA,NA,NA,NA,NA,NA,NA,28.37,512.6,NA,8.59,11.24,2.38,0.55,NA,1.51,0.023,2.35,18.07,18.8,original tag was 200,200
2010,pre,BEF,C4,Mid,2,N,Yes,No,BE,985,NA,NA,NA,NA,NA,NA,NA,22.11,478.33,NA,5.87,7.49,1.26,0.6,0.051,0.97,92.377,NA,21.64,22.88,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,WB,104,NA,NA,NA,NA,NA,NA,NA,18.18,510.76,NA,5.18,5.36,1.33,0.43,NA,1.04,0.011,1.41,28.1,17.48,,
2010,pre,BEF,C4,Mid,2,N,Yes,No,WB,104,NA,NA,NA,NA,NA,NA,NA,20.64,510.48,NA,6.01,5.26,1.46,0.34,0.297,0.93,92.377,NA,24.73,22.27,,
2010,pre,BEF,C4,Mid,2,N,Yes,No,WB,193,NA,NA,NA,NA,NA,NA,NA,21.94,499.09,NA,4.68,10.68,0.98,1.32,0.002,0.7,0.011,NA,22.75,31.45,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,WB,193,NA,NA,NA,NA,NA,NA,NA,19.17,500.14,NA,5.35,6.73,1.04,0.6,NA,0.77,0.014,1.47,26.09,25.03,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,WB,1896,NA,NA,NA,NA,NA,NA,NA,23.13,504.75,NA,8.13,7.48,1.9,0.49,-0.003,0.85,0.017,1.66,21.82,27.19,original tag is 909,909
2009,pre,BEF,C4,Mid,2,N,Yes,No,YB,120,NA,NA,NA,NA,NA,NA,NA,23.33,496.17,NA,6.37,7.05,2.02,0.83,NA,1.2,0.013,1.55,21.27,19.49,,
2010,pre,BEF,C4,Mid,2,N,Yes,No,YB,120,NA,NA,NA,NA,NA,NA,NA,24.83,487.23,NA,12.44,9.92,2.98,0.43,0.362,1.3,95.24,NA,19.62,19.04,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,YB,912,NA,NA,NA,NA,NA,NA,NA,22.97,499.12,NA,4.06,9.17,1.59,0.91,NA,1.2,0.007,1.47,21.73,19.17,,
2009,pre,BEF,C4,Mid,2,N,Yes,No,YB,990,NA,NA,NA,NA,NA,NA,NA,21.68,491.48,NA,5.98,5.84,2.02,0.64,NA,1.12,0.011,1.5,22.67,19.34,,
2010,pre,BEF,C4,Mid,2,N,Yes,No,YB,990,NA,NA,NA,NA,NA,NA,NA,22.29,491.84,NA,8.37,6.31,2.44,0.4,0.432,1.17,95.24,NA,22.06,19.11,,
2010,pre,BEF,C4,Mid,2,N,Yes,No,YB,1879,NA,NA,NA,NA,NA,NA,NA,24.95,492.39,NA,8.23,12.96,1.9,0.37,0.187,1.2,95.24,NA,19.74,20.77,original tag was 166,166
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,BE,731,NA,NA,NA,NA,NA,NA,NA,26.54,470.3,NA,11.21,9.08,2,0.78,0.058,1.15,92.377,NA,17.72,23.05,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,BE,933,NA,NA,NA,NA,NA,NA,NA,24.16,477.54,NA,6.91,9.18,0.98,0.53,0.055,1.07,92.377,NA,19.76,22.65,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,BE,1752,NA,NA,NA,NA,NA,NA,NA,24.21,476.51,NA,8.9,8.42,1.71,0.83,0.069,1.04,92.377,NA,19.68,23.32,original tag was 134,134
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,241,NA,NA,NA,NA,NA,NA,NA,31.26,495.61,NA,10.08,21.87,2.72,NA,NA,2.1,NA,NA,15.85,14.88,,
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,488,NA,NA,NA,NA,NA,NA,NA,29.9,496.56,NA,12.98,20.85,3.38,NA,NA,1.86,NA,NA,16.61,16.11,original tag was 248; inventory says BC,248
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,904,NA,NA,NA,NA,NA,NA,NA,33.88,506.53,NA,6.33,9.81,1.96,NA,NA,1.44,NA,NA,14.95,23.48,,
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,904,NA,NA,NA,NA,NA,NA,NA,31.42,494.12,NA,7.64,14.87,2.95,0.22,NA,1.74,0.015,1.86,15.73,18.01,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,904,NA,NA,NA,NA,NA,NA,NA,30.5,496.96,NA,8.49,15.68,3.03,0.15,0.15,1.82,95.24,NA,16.29,16.73,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,PC,1753,NA,NA,NA,NA,NA,NA,NA,29.15,491.88,NA,11.27,13.13,2.77,0.09,0.245,1.81,95.24,NA,16.87,16.07,original tag was 166,166
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,RM,156,NA,NA,NA,NA,NA,NA,NA,18.87,501.11,NA,7.43,9.81,1.68,NA,NA,1.28,NA,NA,26.56,14.76,original tag was 237,237
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,RM,156,NA,NA,NA,NA,NA,NA,NA,19.6,508.22,NA,4.65,5.2,1.14,0.57,NA,1.05,0.009,1.57,25.93,18.6,original tag was 237,237
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,RM,445,NA,NA,NA,NA,NA,NA,NA,17.3,507.68,NA,5.51,5.21,1.15,NA,NA,1.05,NA,NA,29.35,16.43,original tag was 232,232
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,RM,445,NA,NA,NA,NA,NA,NA,NA,16.85,501.47,NA,5.65,5.14,1.22,0.61,NA,0.97,0.011,1.41,29.77,17.43,original tag was 232,232
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,RM,456,NA,NA,NA,NA,NA,NA,NA,17.12,505.02,NA,3.18,6.64,0.88,0.52,NA,1.15,0.004,1.26,29.5,14.86,,
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,252,NA,NA,NA,NA,NA,NA,NA,24.02,520.51,NA,5.91,7.47,1.41,NA,NA,1.05,NA,NA,21.67,22.8,,
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,252,NA,NA,NA,NA,NA,NA,NA,20.45,499.74,NA,5.79,8.47,1.58,0.5,NA,1.15,0.012,1.57,24.44,17.84,,
2008,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,256,NA,NA,NA,NA,NA,NA,NA,23.98,523.17,NA,6.18,9.75,1.45,NA,NA,1.48,NA,NA,21.82,16.26,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,256,NA,NA,NA,NA,NA,NA,NA,21.97,508.36,NA,NA,NA,NA,NA,NA,NA,NA,NA,23.14,NA,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,279,NA,NA,NA,NA,NA,NA,NA,21.7,495.35,NA,9.24,10.31,1.93,0.41,0.409,1.05,92.377,NA,22.83,20.74,,
2009,pre,BEF,C4,Mid,3,CONTROL,No,No,WB,279,NA,NA,NA,NA,NA,NA,NA,21.73,514.9,NA,7.81,7.74,1.84,1.03,NA,0.96,0.022,1.39,23.7,22.61,,
2010,pre,BEF,C4,Mid,3,CONTROL,No,No,YB,437,NA,NA,NA,NA,NA,NA,NA,23.42,481.59,NA,11.22,10.29,2.27,0.43,0.167,1.3,92.377,NA,20.57,18.07,,
2010,pre,BEF,C4,Mid,4,P,No,Yes,BE,369,NA,NA,NA,NA,NA,NA,NA,23.56,477.3,NA,10.34,7.89,1.46,0.78,0.055,0.99,96.61,NA,20.26,23.8,,
2010,pre,BEF,C4,Mid,4,P,No,Yes,BE,739,NA,NA,NA,NA,NA,NA,NA,22.49,475.35,NA,7.61,7.62,1.57,0.92,0.06,1.1,96.61,NA,21.13,20.37,,
2009,pre,BEF,C4,Mid,4,P,No,Yes,PC,766,NA,NA,NA,NA,NA,NA,NA,27.94,494.22,NA,9.52,10.68,2.75,0.33,NA,1.55,0.023,1.43,17.69,18.06,,
2010,pre,BEF,C4,Mid,4,P,No,Yes,PC,766,NA,NA,NA,NA,NA,NA,NA,25.65,493.73,NA,9.12,11.92,2.38,0.17,0.184,1.6,96.61,NA,19.25,16.03,,
2008,pre,BEF,C4,Mid,4,P,No,Yes,PC,930,NA,NA,NA,NA,NA,NA,NA,29.35,503.01,NA,5.82,8.8,1.64,NA,NA,1.37,NA,NA,17.14,21.47,original tag was 754,754
2010,pre,BEF,C4,Mid,4,P,No,Yes,PC,930,NA,NA,NA,NA,NA,NA,NA,24.24,491.55,NA,9.66,15.95,2.76,0.29,0.06,1.4,96.61,NA,20.28,17.3,,
2009,pre,BEF,C4,Mid,4,P,No,Yes,PC,931,NA,NA,NA,NA,NA,NA,NA,30.87,497.37,NA,7.01,11.64,2.5,0.22,NA,1.9,0.02,1.29,16.11,16.25,,
2010,pre,BEF,C4,Mid,4,P,No,Yes,PC,952,NA,NA,NA,NA,NA,NA,NA,29.99,512.53,NA,4.53,16.99,1.38,0.18,0.147,1.63,96.61,NA,17.09,18.39,,
2008,pre,BEF,C4,Mid,4,P,No,Yes,WB,346,NA,NA,NA,NA,NA,NA,NA,25.22,506.1,NA,10.62,7.76,2.22,NA,NA,1.06,NA,NA,20.07,23.84,original tag is 775,775
2009,pre,BEF,C4,Mid,4,P,No,Yes,WB,346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.35,8.15,1.52,0.39,NA,1.07,0.011,NA,NA,NA,original tag is 775,775
2010,pre,BEF,C4,Mid,4,P,No,Yes,WB,767,NA,NA,NA,NA,NA,NA,NA,22.48,504.48,NA,5.83,7.87,1.27,0.33,0.345,1.18,92.377,NA,22.44,19,,
