Year,pre_post,Site,Stand,Age,Plot,Treatment,Ntrt,Ptrt,Species,TagID,TotalSA,NumberOfLeaves,WetMass,DryMass,SLA,LMA,LDMC,N,C,Al,Ca,K,Mg,Mn,Na,P,Sr,S,C:N,N:P,Notes,Tag_when_sampled
2015,post,BEF,C9,Old,1,CONTROL,No,No,SM,66,387.08,11,5.38,2.44,158.64,0.006,0.45,18.49,498.3,0.019,3.49,8.37,0.47,0.86,0.122,1.01,0.009,0.85,26.95,18.22,,
2015,post,BEF,C9,Old,1,CONTROL,No,No,SM,79,723.63,23,10.08,4.53,159.74,0.006,0.45,19.26,497.84,0.023,4.5,9.11,0.62,0.79,0.149,1.03,0.014,1.03,25.85,18.78,,
2016,post,BEF,C9,Old,1,CONTROL,No,No,YB,50,76.56,15,6.76,2.65,28.89,0.035,0.39,23.85,485.21,0.033,6.65,8.41,1.48,0.44,0.537,1.24,0.018,0.7,20.34,19.24,,
2016,post,BEF,C9,Old,1,CONTROL,No,No,YB,53,66.41,16,7.14,3.09,21.49,0.047,0.43,22.08,484.81,0.031,7.59,8.77,1.87,0.45,0.347,1.1,0.021,0.76,21.95,20.07,,
2016,post,BEF,C9,Old,1,CONTROL,No,No,YB,72,74.28,21,8.43,3.98,18.66,0.054,0.47,19.06,490.74,0.041,5.63,8.35,1.39,0.43,0.655,0.94,0.016,0.67,25.75,20.34,,
2015,post,BEF,C9,Old,2,P,No,Yes,BE,86,179.52,6,1.73,0.83,216.29,0.005,0.48,22.93,492.58,0.023,3.77,10.66,1.07,0.94,0.227,1.25,0.006,0.78,21.48,18.27,,
2015,post,BEF,C9,Old,2,P,No,Yes,BE,109,289.52,12,2.17,1,289.52,0.003,0.46,27.18,492.89,0.018,6.19,8.61,1.11,1.02,0.141,1.33,0.013,0.91,18.13,20.48,,
2015,post,BEF,C9,Old,2,P,No,Yes,BE,111,379.75,16,2.94,1.37,277.19,0.004,0.47,22.86,490.18,0.021,6.11,8.06,1.11,1.02,0.265,1.27,0.012,0.74,21.44,17.99,,
2015,post,BEF,C9,Old,2,P,No,Yes,SM,110,501.79,16,6.6,3.29,152.52,0.007,0.5,16.97,484.41,0.018,3.96,7.44,0.52,1.66,0.182,1.24,0.011,0.79,28.55,13.67,,
2015,post,BEF,C9,Old,2,P,No,Yes,SM,113,451.82,11,5.63,2.49,181.46,0.006,0.44,18.96,500.48,0.027,5.16,7.68,0.68,1,0.127,1.58,0.015,0.72,26.4,12.01,,
2015,post,BEF,C9,Old,2,P,No,Yes,SM,128,431.22,10,5.26,2.2,196.01,0.005,0.42,19.06,493.27,0.029,5.5,8.57,0.79,1.26,0.205,1.31,0.014,1.04,25.88,14.55,,
2016,post,BEF,C9,Old,2,P,No,Yes,YB,89,57.77,17,5.66,2.2,26.26,0.038,0.39,25.16,463.51,0.03,10.58,10.46,2.91,0.66,0.494,2.24,0.021,0.91,18.42,11.24,,
2016,post,BEF,C9,Old,2,P,No,Yes,YB,90,57.34,15,5.5,2.2,26.06,0.038,0.4,23.49,481.61,0.018,9.17,9.92,1.72,0.52,0.185,1.62,0.021,0.91,20.5,14.52,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,BE,161,304.3,23,8.92,2.64,115.26,0.009,0.3,26.81,497.45,0.025,4.96,8.11,1.14,1.1,0.184,1.4,0.007,0.87,18.55,19.1,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,BE,190,364.35,9,4.65,1.35,269.89,0.004,0.29,25.12,495.38,0.026,6.24,9.94,1.11,0.89,0.289,1.39,0.012,0.91,19.72,18.12,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,BE,197,400.49,9,5.32,1.36,294.48,0.003,0.26,21.91,493.75,0.025,6.98,7.8,1.48,0.89,0.179,1.07,0.014,0.72,22.54,20.56,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,SM,158,346.99,9,4.83,1.6,216.87,0.005,0.33,20.42,493.98,0.035,5.37,8.54,0.53,1.42,0.167,1.28,0.015,0.96,24.19,16,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,SM,168,350.97,12,5.99,2.41,145.63,0.007,0.4,21.27,507.32,0.025,4.92,6.27,0.63,1.18,0.31,1.09,0.014,0.74,23.85,19.54,,
2015,post,BEF,C9,Old,3,NP,Yes,Yes,SM,180,484.66,14,7.9,2.86,169.46,0.006,0.36,21.45,498.71,0.032,5.36,7.11,0.53,1.09,0.22,1.13,0.014,0.79,23.25,18.96,,
2016,post,BEF,C9,Old,3,NP,Yes,Yes,YB,177,75.33,16,4.59,1.5,50.22,0.02,0.33,27.11,470.81,0.019,10.94,12.68,2.17,0.58,0.182,1.91,0.017,0.94,17.37,14.17,,
2016,post,BEF,C1,Young,2,N,Yes,No,WB,201,53.82,12,8.06,2.6,20.7,0.048,0.32,24.36,497.85,0.014,4.93,7.31,1.27,1.19,0.023,0.68,0.01,1.41,20.43,35.83,,
2016,post,BEF,C9,Old,3,NP,Yes,Yes,YB,199,63.02,20,7.01,2.75,22.92,0.044,0.39,28.02,489.34,0.028,7.72,8.33,1.52,0.51,0.336,1.77,0.016,0.91,17.47,15.84,,
2016,post,BEF,C9,Old,3,NP,Yes,Yes,YB,200,54.85,12,3.68,1.16,47.28,0.021,0.32,23.84,472.19,0.016,9.78,13.34,2.06,0.48,0.152,1.91,0.024,0.83,19.81,12.51,,
2015,post,BEF,C9,Old,4,N,Yes,No,BE,314,367.23,10,5.62,1.93,190.27,0.005,0.34,23.79,503.87,0.019,4.6,8.56,0.73,1.23,0.183,0.99,0.009,0.83,21.18,23.96,,
2015,post,BEF,C9,Old,4,N,Yes,No,BE,322,395.1,9,4.45,1.37,288.39,0.003,0.31,23.77,497.09,0.018,4.81,11.3,1.07,0.95,0.181,0.79,0.01,0.9,20.91,30.02,,
2016,post,BEF,C6,Mid,2,CONTROL,No,No,PC,S_C2,28.18,12,2.8,1.11,25.39,0.039,0.4,48.35,489.41,0.008,5.79,12.14,1.83,0.16,0.064,1.35,0.008,1.52,10.12,35.81,,
2016,post,BEF,C6,Mid,2,CONTROL,No,No,PC,S_C2stake,33.58,12,3.28,1.38,24.34,0.041,0.42,31.94,485,0.008,7.02,10.97,1.95,0.13,0.019,1.22,0.015,1.33,15.18,26.19,,
2015,post,BEF,C9,Old,4,N,Yes,No,SM,320,734.51,16,11.29,4.18,175.72,0.006,0.37,21.74,503.18,0.036,6.35,6.81,0.83,1.65,0.257,1,0.015,1.03,23.15,21.8,,
2015,post,BEF,C9,Old,4,N,Yes,No,SM,324,352.32,9,5.33,2.05,171.86,0.006,0.38,22.01,496.97,0.012,3.68,6.44,0.52,1.44,0.168,0.78,0.01,0.77,22.58,28.29,,
2016,post,BEF,C9,Old,4,N,Yes,No,YB,316,60.68,14,3.4,1.3,46.68,0.021,0.38,25.67,483.28,0.045,9.68,8.47,1.87,0.56,0.653,1.12,0.02,0.79,18.83,22.82,,
2016,post,BEF,C9,Old,4,N,Yes,No,YB,339,85.74,17,8.09,3.1,27.66,0.036,0.38,27.3,480.44,0.029,9.22,7.65,1.72,0.47,0.353,1.2,0.018,0.79,17.6,22.77,,
2016,post,BEF,C9,Old,4,N,Yes,No,YB,343,68.54,19,6.23,2.37,28.92,0.035,0.38,28.44,487.91,0.025,6.5,10.29,1.21,0.39,0.307,1.27,0.012,0.9,17.16,22.33,,
2015,post,HB,HBCa,Old,1,Ca,No,No,BE,1627,553.4,10,4.88,2.24,247.05,0.004,0.46,21.54,479.62,0.009,7.15,8.37,1.7,0.55,0.135,1.29,0.018,0.73,22.27,16.73,,
2015,post,HB,HBCa,Old,1,Ca,No,No,BE,1636,692.13,17,5.73,2.72,254.46,0.004,0.47,23.9,483.25,0.012,6.98,6.6,1.69,0.28,0.114,1.15,0.026,0.68,20.22,20.74,,
2015,post,HB,HBCa,Old,1,Ca,No,No,BE,1648,754.05,11,5.54,2.43,310.31,0.003,0.44,20.61,487.14,0.013,7.26,8.3,1.29,0.38,0.165,1.08,0.022,0.7,23.64,19.09,,
2015,post,HB,HBCa,Old,1,Ca,No,No,SM,1628,646.42,23,9.1,4.21,153.54,0.007,0.46,17.64,486.24,0.013,8.86,8,1.35,0.55,0.286,1.32,0.039,1.17,27.56,13.37,,
2016,post,HB,HBCa,Old,1,Ca,No,No,YB,1632,37.45,13,4.38,1.75,21.4,0.047,0.4,21.42,491.87,0.011,10,7.52,1.63,0.47,0.006,1.12,0.036,1.14,22.97,19.08,,
2016,post,HB,HBCa,Old,1,Ca,No,No,YB,1634,57.76,15,6.48,2.74,21.08,0.047,0.42,19.4,474.58,0.011,7.67,7.96,1.46,0.45,-0.005,1.17,0.032,1.13,24.46,16.56,,
2016,post,HB,HBCa,Old,1,Ca,No,No,YB,1643,42.87,13,4.4,1.79,23.95,0.042,0.41,21.99,481.97,0.011,15.44,8.32,2.57,0.77,0.013,1.35,0.048,1.91,21.92,16.31,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,BE,1674,551.92,10,5.65,2.71,203.66,0.005,0.48,28.02,494.21,0.011,4.33,8.27,1.14,0.38,0.114,1.09,0.013,1.01,17.64,25.7,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,BE,1687,535.81,13,5.31,2.5,214.32,0.005,0.47,26.23,494.05,0.024,8.52,8.43,1.63,0.61,0.375,1.22,0.021,1.44,18.84,21.54,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,BE,1693,600.37,18,8.81,4.38,137.07,0.007,0.5,31.32,498.16,0.014,5.26,6.33,1.15,0.57,0.105,1.05,0.014,0.68,15.91,29.7,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,SM,1667,453.46,10,5.17,2.31,196.3,0.005,0.45,21.34,495.54,0.013,5.27,7.35,1.09,0.42,0.131,0.96,0.031,0.89,23.22,22.22,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,SM,1691,697.95,15,8.5,3.35,208.34,0.005,0.39,21.27,488.55,0.011,5.44,8.42,1.29,0.54,0.234,0.98,0.032,1.05,22.97,21.76,,
2015,post,HB,HBCa,Old,2,CONTROL,No,No,SM,1699,1003.09,18,12.73,6.07,165.25,0.006,0.48,18.65,500.46,0.013,5.46,6.76,0.73,0.49,0.177,0.79,0.02,1.29,26.83,23.74,,
2016,post,HB,HBCa,Old,2,CONTROL,No,No,YB,1670,29.57,13,3.52,1.44,20.54,0.049,0.41,25.26,475.4,0.011,8.58,7.33,2.66,1.17,0.029,1.2,0.043,2.17,18.82,21.1,,
2016,post,HB,HBCa,Old,2,CONTROL,No,No,YB,1672,42.05,12,4.39,1.46,28.8,0.035,0.33,25.37,492.89,0.012,6,9.07,1.82,0.74,0.006,1.13,0.03,2.39,19.43,22.52,,
2016,post,HB,HBCa,Old,2,CONTROL,No,No,YB,1697,43.29,11,4.46,1.44,30.06,0.033,0.32,22.98,495.21,0.014,4.88,8.51,1.64,0.6,0.002,1.17,0.023,2.5,21.55,19.57,,
2015,post,HB,HBM,Mid,1,NP,Yes,Yes,RM,8596,482.08,9,6.36,2.42,199.21,0.005,0.38,21.51,492.91,0.012,4.29,10.92,0.7,0.65,0.311,1.66,0.01,0.86,22.92,12.99,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,WB,8584,50.2,13,6.75,2.67,18.8,0.053,0.4,27.13,506.99,0.022,4.11,6.44,1.06,0.41,0.102,1.78,0.014,0.71,18.69,15.23,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,WB,8597,44.45,13,4.71,1.61,27.61,0.036,0.34,28.15,482.44,0.018,6.44,9.28,1.61,0.46,0.256,2.25,0.024,1.02,17.14,12.51,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,WB,8617,33.44,12,3.76,1.46,22.9,0.044,0.39,25.16,481.18,0.019,5.83,6.41,1.42,0.47,0.061,1.74,0.019,0.71,19.12,14.47,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,YB,439,59.47,17,6.27,2.46,24.17,0.041,0.39,21.8,486.44,0.047,5.41,10.17,1.49,0.52,0.762,1.79,0.018,0.82,22.32,12.21,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,YB,8599,38.16,10,3.69,1.45,26.32,0.038,0.39,26.74,488.98,0.034,4.09,7.87,1.07,0.35,0.402,1.85,0.014,0.77,18.29,14.46,,
2016,post,HB,HBM,Mid,1,NP,Yes,Yes,YB,8620,48.48,15,4.63,1.68,28.85,0.035,0.36,23.68,494.92,0.016,5.37,7.27,1.62,0.5,0.16,1.55,0.014,0.7,20.9,15.27,,
2015,post,HB,HBM,Mid,2,N,Yes,No,RM,7961,627.13,11,10.1,4.51,139.05,0.007,0.45,24.48,407.91,0.006,4.6,5.21,1.09,1.13,0.141,1.25,0.008,0.72,16.66,19.64,original tag was 8581,8581
2015,post,HB,HBM,Mid,2,N,Yes,No,RM,8559,727.4,17,11.15,4.8,151.54,0.007,0.43,24.74,449.9,0.038,4.69,6.82,1.15,1.34,0.266,1.1,0.007,0.77,18.19,22.46,,
2015,post,HB,HBM,Mid,2,N,Yes,No,RM,8565,467.26,9,8.03,3.65,128.02,0.008,0.45,22.98,569.97,0.006,4.54,5.17,0.98,0.79,0.193,0.99,0.009,0.68,24.8,23.32,,
2016,post,HB,HBM,Mid,2,N,Yes,No,WB,8546,48.24,10,5.74,2.05,23.53,0.042,0.36,25.04,495.58,0.026,3.3,8.28,0.9,0.38,0.163,1.32,0.011,0.96,19.79,18.95,,
2016,post,HB,HBM,Mid,2,N,Yes,No,YB,8554,43.4,12,4.06,1.35,32.15,0.031,0.33,30.34,489.95,0.016,6.08,7.02,1.66,0.44,0.247,1.52,0.02,0.79,16.15,19.93,,
2016,post,HB,HBM,Mid,2,N,Yes,No,YB,8555,29.7,13,3.53,1.33,22.33,0.045,0.38,30.24,489,0.018,4.38,6.93,1.68,0.48,0.167,1.47,0.012,0.81,16.17,20.56,,
2016,post,HB,HBM,Mid,2,N,Yes,No,YB,8563,33.79,11,3.59,1.54,21.94,0.046,0.43,21.56,440.76,0.017,3.35,5.36,1.17,0.46,0.181,1.13,0.009,0.59,20.45,19.13,,
2015,post,HB,HBM,Mid,3,CONTROL,No,No,BE,8485,678.44,13,5.23,2.35,288.7,0.003,0.45,26.9,541.32,0.013,4.79,8.42,1.34,1.01,0.128,1.18,0.014,0.88,20.12,22.71,,
2015,post,HB,HBM,Mid,3,CONTROL,No,No,RM,2538,430.41,9,5.41,2,215.21,0.005,0.37,27.67,534.85,0.014,6.3,7.51,1.22,0.96,0.254,1.34,0.019,0.81,19.33,20.69,,
2015,post,HB,HBM,Mid,3,CONTROL,No,No,RM,8512/8511,587.84,18,10.02,4.4,133.6,0.007,0.44,14.62,440.95,0.007,3.76,6.18,0.75,0.7,0.243,0.96,0.008,0.62,30.16,15.31,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,WB,8500,47.58,13,6.41,2.34,20.33,0.049,0.37,19.66,488.94,0.021,5.08,8.21,1.39,0.37,0.264,1.14,0.018,0.74,24.88,17.28,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,WB,8501,45.61,13,7.08,3.01,15.15,0.066,0.43,16.96,485.46,0.018,5.43,4.92,1.61,0.47,0.082,1.23,0.02,0.65,28.63,13.84,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,WB,8513,32.09,13,4.22,1.5,21.39,0.047,0.36,16.98,494.29,0.023,4.48,6.6,1.1,0.36,0.263,1.35,0.018,0.7,29.11,12.57,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,YB,8496,35.24,14,3.95,2.28,15.46,0.065,0.58,21.42,463.17,0.013,3.56,6.45,1.23,0.36,0.077,1.43,0.011,0.67,21.62,14.97,,
2016,post,BEF,C6,Mid,3,N,Yes,No,PC,E_D4,20.82,12,1.79,0.67,31.08,0.032,0.37,27.47,476.95,0.015,9.47,13.62,2.27,0.22,0.02,1.26,0.02,0.99,17.36,21.79,,
2016,post,BEF,C6,Mid,3,N,Yes,No,PC,S_C3,23.94,10,1.96,0.72,33.25,0.03,0.37,38.89,485.41,0.012,8.41,13.28,2.25,0.29,0.003,2.11,0.021,2.04,12.48,18.39,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,YB,8504,37.63,14,3.78,1.09,34.53,0.029,0.29,24.89,488.96,0.023,5.65,8.13,1.45,0.44,0.146,1.57,0.021,0.82,19.64,15.88,,
2016,post,HB,HBM,Mid,3,CONTROL,No,No,YB,8521,56.36,11,5.54,1.91,29.51,0.034,0.34,25.66,485.75,0.021,5.05,8.46,1.84,0.46,0.193,1.47,0.018,0.8,18.93,17.46,,
2015,post,HB,HBM,Mid,4,P,No,Yes,BE,27,645.98,12,6.99,3.17,203.78,0.005,0.45,22.27,527.49,0.015,4.27,8.35,1.12,0.7,0.097,1.28,0.01,0.79,23.69,17.35,,
2015,post,HB,HBM,Mid,4,P,No,Yes,BE,39,428.49,9,3.81,1.77,242.08,0.004,0.46,24.75,483.76,0.018,4.52,8.58,0.94,0.68,0.097,1.25,0.014,0.69,19.55,19.74,,
2015,post,HB,HBM,Mid,4,P,No,Yes,BE,88,573.27,11,5.32,2.51,228.39,0.004,0.47,24.59,524.95,0.018,4.87,8.08,1.03,0.95,0.106,1.29,0.014,0.71,21.35,19.1,,
2015,post,HB,HBM,Mid,4,P,No,Yes,RM,29,737.24,9,9.49,3.53,208.85,0.005,0.37,21.99,484.77,0.012,8.33,8.74,1.8,1.31,0.196,1.5,0.024,0.71,22.05,14.64,,
2015,post,HB,HBM,Mid,4,P,No,Yes,RM,38,502.04,13,8.58,4.21,119.25,0.008,0.49,19.39,493.85,0.009,6.12,6.21,1.14,0.7,0.267,1.49,0.016,0.6,25.47,13.03,,
2016,post,HB,HBM,Mid,4,P,No,Yes,WB,19,21.85,10,2.77,1.16,18.84,0.053,0.42,18.05,492.14,0.018,5.17,6.43,1.54,0.49,0.148,1.56,0.015,0.77,27.26,11.55,,
2016,post,HB,HBM,Mid,4,P,No,Yes,WB,57,42.51,11,5.9,2.63,16.16,0.062,0.45,19.98,494.17,0.014,4.32,6.98,0.84,1.09,0.007,1.24,0.018,1.17,24.73,16.18,,
2016,post,HB,HBM,Mid,4,P,No,Yes,WB,924,47.4,12,7.61,2.98,15.91,0.063,0.39,21.07,487.56,0.043,4.76,8.87,1.14,0.4,0.369,1.27,0.021,0.83,23.14,16.59,,
2016,post,HB,HBM,Mid,4,P,No,Yes,YB,25,56.55,13,5.39,1.97,28.7,0.035,0.37,24.69,479.79,0.014,5.64,12.19,1.81,0.56,0.181,2.33,0.016,0.92,19.44,10.58,,
2016,post,HB,HBM,Mid,4,P,No,Yes,YB,36,38.27,10,3.58,1.19,32.16,0.031,0.33,28.03,481.94,0.021,7.31,21.03,2.07,2.47,0.123,3.23,0.028,2.04,17.19,8.68,,
2016,post,HB,HBM,Mid,4,P,No,Yes,YB,639,69.58,12,6.73,2.37,29.36,0.034,0.35,24.36,472.59,0.018,9.14,8.47,2.34,0.72,0.102,1.87,0.035,0.75,19.4,13.03,,
2015,post,HB,HBO,Old,1,P,No,Yes,BE,8342,755.45,22,7.74,3.55,212.8,0.005,0.46,21.68,488.43,0.013,5.45,6.07,1.49,0.6,0.122,1.22,0.024,0.52,22.53,17.72,,
2015,post,HB,HBO,Old,1,P,No,Yes,BE,8385,304.07,13,3.1,1.52,200.05,0.005,0.49,22.9,490.83,0.014,5.46,7.5,1.62,0.61,0.091,1.26,0.017,0.76,21.43,18.18,,
2015,post,HB,HBO,Old,1,P,No,Yes,BE,8393,575.44,20,5.19,2.48,232.03,0.004,0.48,19.71,486.64,0.009,3.09,5.79,1.26,0.3,0.071,1.35,0.011,0.54,24.69,14.59,,
2015,post,HB,HBO,Old,1,P,No,Yes,SM,8335,1238.55,21,12.05,5.06,244.77,0.004,0.42,21.47,483.04,0.013,4.35,7.06,0.85,0.98,0.138,1.25,0.017,0.85,22.5,17.19,,
2016,post,HB,HBO,Old,1,P,No,Yes,YB,8338,41.52,10,4.2,1.29,32.18,0.031,0.31,21.81,475.44,0.013,8.65,8.89,3.07,0.53,0.039,2.36,0.031,0.7,21.8,9.25,,
2016,post,HB,HBO,Old,1,P,No,Yes,YB,8341,39.83,12,5.11,1.68,23.71,0.042,0.33,20.59,483.3,0.013,6.16,8.69,2.77,0.43,0.09,1.53,0.025,0.72,23.47,13.43,,
2016,post,HB,HBO,Old,1,P,No,Yes,YB,8370,45.69,10,4.3,1.2,38.07,0.026,0.28,24.35,472.7,0.011,8.88,10.77,2.92,0.44,0.035,2.57,0.031,0.79,19.41,9.47,,
2015,post,HB,HBO,Old,2,N,Yes,No,BE,8402,501.61,17,5.47,2.86,175.39,0.006,0.52,27.22,494.77,0.008,3.98,4.05,1.18,0.32,0.08,0.78,0.013,0.5,18.18,34.74,,
2015,post,HB,HBO,Old,2,N,Yes,No,BE,8404,337.83,19,4.89,2.51,134.59,0.007,0.51,24.83,500.6,0.016,5.33,5.34,1.69,0.56,0.121,1.13,0.016,0.57,20.16,22.03,,
2015,post,HB,HBO,Old,2,N,Yes,No,BE,8436,554.75,11,4.46,2.01,276,0.004,0.45,29.33,491.48,0.01,4.32,5.8,1.41,0.43,0.081,1.15,0.013,0.68,16.76,25.39,,
2015,post,HB,HBO,Old,2,N,Yes,No,SM,8419,746.13,21,11.53,5.25,142.12,0.007,0.46,22.71,499.51,0.013,2.74,5.65,0.56,0.39,0.099,0.76,0.009,0.61,22,29.96,,
2015,post,HB,HBO,Old,2,N,Yes,No,SM,8423,658.11,18,8.03,3.64,180.8,0.006,0.45,26.33,503.49,0.019,3.17,7.19,0.97,0.67,0.127,1.1,0.01,0.74,19.12,23.97,,
2015,post,HB,HBO,Old,2,N,Yes,No,SM,8425,626.44,19,10.75,5.29,118.42,0.008,0.49,20.99,504.73,0.025,3.49,6.25,0.74,0.6,0.204,1.01,0.012,0.64,24.05,20.83,,
2016,post,HB,HBO,Old,2,N,Yes,No,YB,8413,29.26,11,3.77,1.29,22.68,0.044,0.34,30.24,500.6,0.016,4.48,6.84,1.46,1.23,0.026,1.25,0.012,1.46,16.55,24.12,,
2016,post,HB,HBO,Old,2,N,Yes,No,YB,8415,50.51,11,6.06,1.89,26.72,0.037,0.31,35.34,494.88,0.015,5.84,11.1,2.04,1.18,0.026,1.39,0.019,1.6,14,25.41,,
2016,post,HB,HBO,Old,2,N,Yes,No,YB,8428,32.1,10,3.89,1.43,22.45,0.045,0.37,24.19,500.08,0.011,5.47,7.54,1.88,0.77,0.005,1.05,0.022,1.22,20.67,23.06,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,BE,8449,380.37,11,3.99,1.85,205.61,0.005,0.46,27.7,498.62,0.022,6.16,3.97,2.01,0.82,0.081,1.43,0.017,0.6,18,19.37,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,BE,8458,410.03,11,3.51,1.5,273.35,0.004,0.43,30.27,496.87,0.025,6.08,5.76,1.73,0.9,0.101,1.42,0.018,0.68,16.41,21.28,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,BE,8462,619.82,16,5.45,2.54,244.02,0.004,0.47,24.4,492.75,0.017,5.09,7.62,1.23,0.75,0.125,1.26,0.011,0.76,20.19,19.39,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,RM,8457,349.5,17,6.65,3.41,102.49,0.01,0.51,16.07,494.59,0.008,3.39,4.32,0.77,0.39,0.234,0.91,0.007,0.46,30.78,17.68,,
2015,post,HB,HBO,Old,3,NP,Yes,Yes,SM,8451,946.53,22,11.15,4.53,208.95,0.005,0.41,25.79,492.41,0.03,4.41,6.28,1.31,0.75,0.129,1.36,0.011,0.74,19.09,18.93,,
2016,post,HB,HBO,Old,3,NP,Yes,Yes,YB,8447,28.58,10,3.11,1.03,27.75,0.036,0.33,28.25,487.2,0.018,8.75,7.14,2.75,1.43,0.005,1.5,0.032,1.42,17.25,18.86,,
2016,post,HB,HBO,Old,3,NP,Yes,Yes,YB,8454,39.92,14,4.5,1.63,24.49,0.041,0.36,23.66,501.56,0.008,5.11,6.13,1.41,0.75,0.051,1.38,0.016,1.16,21.2,17.2,,
2016,post,HB,HBO,Old,3,NP,Yes,Yes,YB,8469,35.92,11,4.21,1.44,24.94,0.04,0.34,30.59,494.23,0.013,6.14,9.74,1.59,1.06,0.024,1.77,0.019,1.6,16.16,17.31,,
2015,post,HB,HBO,Old,4,CONTROL,No,No,BE,48,295.06,10,3.18,1.6,184.41,0.005,0.5,23.38,488.33,0.015,3.84,5.86,1.23,0.4,0.133,0.9,0.011,0.57,20.89,26.11,,
2015,post,HB,HBO,Old,4,CONTROL,No,No,BE,805,415.37,13,5.79,2.75,151.04,0.007,0.47,25.74,499.41,0.017,5.43,7.45,1.48,0.55,0.153,1.07,0.017,0.71,19.4,24.06,,
2015,post,HB,HBO,Old,4,CONTROL,No,No,BE,7754,423.41,10,5.03,2.24,189.02,0.005,0.45,24.65,489.8,0.015,5.77,6.41,1.87,0.67,0.117,1.09,0.022,0.69,19.87,22.61,original tag was 96,96
2015,post,HB,HBO,Old,4,CONTROL,No,No,SM,8,657.04,17,9.61,4.35,151.04,0.007,0.45,20,495.25,0.018,3.89,5.04,0.97,0.67,0.134,0.96,0.016,0.7,24.76,20.83,,
2015,post,HB,HBO,Old,4,CONTROL,No,No,SM,57,956.85,19,9.61,3.66,261.43,0.004,0.38,22.15,485.31,0.016,5.35,6.47,1.23,0.73,0.104,1.13,0.022,0.93,21.91,19.67,,
2015,post,HB,HBO,Old,4,CONTROL,No,No,SM,242,422.31,10,5.72,2.54,166.26,0.006,0.44,19.59,494.55,0.01,2.21,5.88,0.55,0.42,0.096,0.86,0.008,0.72,25.25,22.78,,
2016,post,HB,HBO,Old,4,CONTROL,No,No,YB,30,27.52,11,3.19,1.56,17.64,0.057,0.49,19.47,488.35,0.01,3.96,5.87,1.32,0.76,0.022,0.88,0.012,1.05,25.08,22.09,,
2016,post,HB,HBO,Old,4,CONTROL,No,No,YB,69,33.22,11,3.05,1.11,29.93,0.033,0.36,26.78,487.46,0.016,7.42,9.57,2.01,1.8,0.007,1.31,0.024,1.29,18.2,20.5,,
2016,post,HB,HBO,Old,4,CONTROL,No,No,YB,455,32.44,11,2.78,0.92,35.26,0.028,0.33,31.59,477.21,0.015,6.17,12.1,2.78,1.96,0.035,1.86,0.017,2.14,15.11,16.98,,
2016,post,JB,JBM,Mid,1,NP,Yes,Yes,PC,8193,43.32,14,2.89,0.38,113.99,0.009,0.13,35.87,479.6,0.015,11.7,16.59,3.13,0.1,0.022,2.05,0.038,1.68,13.37,17.52,,
2016,post,JB,JBM,Mid,1,NP,Yes,Yes,PC,8213,22.23,12,2.23,0.96,23.16,0.043,0.43,24.19,484.94,0.007,5.52,11.89,1.73,0.06,0.012,1.67,0.015,1.25,20.04,14.52,,
2016,post,JB,JBM,Mid,1,NP,Yes,Yes,PC,8216,23.54,12,1.86,0.63,37.37,0.027,0.34,33.94,485.98,0.011,7.25,13.57,2.49,0.08,0.016,2.45,0.022,1.58,14.32,13.86,,
2015,post,JB,JBM,Mid,1,NP,Yes,Yes,SM,8209,488.77,11,6.63,2.7,181.03,0.006,0.41,26.71,494.48,0.017,8.6,7.79,1.55,0.55,0.179,1.71,0.026,0.92,18.51,15.65,,
2015,post,JB,JBM,Mid,1,NP,Yes,Yes,SM,8210,741.33,16,9.23,3.87,191.56,0.005,0.42,26.73,491.32,0.013,9.61,7.29,1.76,0.84,0.109,2.04,0.029,1,18.38,13.11,,
2015,post,JB,JBM,Mid,1,NP,Yes,Yes,SM,8207/8208,703.7,15,8.35,3.57,197.11,0.005,0.43,23.63,490.08,0.036,10.19,7.07,1.44,0.45,0.158,1.53,0.032,0.79,20.74,15.44,,
